"id","name","category","description","start_date"
1199,Audi,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1590039771000
1200,Renault,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1578752099000
1201,Renault,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1583314000000
1202,Toyota,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1589626113000
1203,VW,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584791154000
1204,Toyota,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1586988806000
1205,VW,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1587975702000
1206,Audi,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1578655585000
1207,Mazda,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1589265779000
1208,BWM,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1582870964000
1209,Renault,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1578693222000
1210,VW,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1580064535000
1211,Mercedes-Benz,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1587481871000
1212,Mazda,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1589766389000
1213,Audi,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1578110193000
1214,Toyota,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584791907000
1215,Mazda,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1578174407000
1216,Fiat,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1592469612000
1217,Mercedes-Benz,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1583771127000
1218,Mazda,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1583248561000
1219,Mercedes-Benz,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584562818000
1220,Fiat,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1586277853000
1221,VW,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1591970016000
1222,Mazda,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1585175429000
1223,Mazda,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1590567014000
1224,Mercedes-Benz,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1593078861000
1225,Renault,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1578141055000
1226,Renault,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1588742438000
1227,Fiat,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1586572277000
1228,Toyota,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584414446000
1229,VW,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1580531181000
1230,Fiat,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1586108540000
1231,Renault,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584642963000
1232,Toyota,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1586168537000
1233,Audi,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1590541854000
1234,Mercedes-Benz,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1581935475000
1235,Mercedes-Benz,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1586203799000
1236,Mercedes-Benz,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1592988270000
1237,BWM,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1583415181000
1238,Toyota,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1583446430000
1239,Audi,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584647114000
1240,BWM,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1582088709000
1241,Fiat,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1588530607000
1242,Mercedes-Benz,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1585928895000
1243,Fiat,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584961456000
1244,Mazda,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1589620666000
1245,Fiat,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1585788366000
1246,Renault,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1581451968000
1247,Mazda,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1590383251000
1248,VW,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1582818039000
1249,Mazda,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1580159975000
1250,Renault,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1583831090000
1251,Toyota,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1580712029000
1252,VW,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584824395000
1253,VW,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1578147004000
1254,Toyota,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1582399952000
1255,Mercedes-Benz,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1578051294000
1256,VW,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1592468881000
1257,Mercedes-Benz,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584997215000
1258,Mazda,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1579685457000
1259,Fiat,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1585054908000
1260,BWM,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1588986972000
1261,Mercedes-Benz,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1582026691000
1262,Renault,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1587047982000
1263,Renault,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584145369000
1264,BWM,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1592181976000
1265,Fiat,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1579519999000
1266,Renault,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584862564000
1267,BWM,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1582490510000
1268,Fiat,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1581979629000
1269,VW,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1581394098000
1270,Toyota,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1590582717000
1271,Mercedes-Benz,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1587830915000
1272,Toyota,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1583509446000
1273,Toyota,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1581255073000
1274,Mazda,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1589404370000
1275,Mazda,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1591461608000
1276,Renault,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1580945907000
1277,Toyota,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1592539775000
1278,Audi,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584649630000
1279,Toyota,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1589213985000
1280,BWM,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1592985831000
1281,Mazda,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1591211687000
1282,VW,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1589845258000
1283,Mazda,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1589974869000
1284,Renault,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1581442737000
1285,Fiat,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1586494655000
1286,BWM,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1591960382000
1287,Mercedes-Benz,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1585989456000
1288,VW,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1581091713000
1289,Mercedes-Benz,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584906003000
1290,Audi,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1585816045000
1291,Toyota,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1585962756000
1292,Mazda,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1580610799000
1293,Renault,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1578669004000
1294,Mercedes-Benz,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1588693346000
1295,Mazda,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1579452218000
1296,Mazda,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1587523779000
1297,Toyota,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1579191117000
1298,Mazda,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1586324934000
1299,Fiat,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1586314404000